Employee ID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,D-Flag
E02952,Hailey Henderson,Sr. Manager,Sales,,Female,Asian,53,1/17/2022,"$73,059 ",0%,,Austin,1
E02953,Delilah Cheng,Vice President,IT,,Male,Caucasian,26,3/8/2004,"$54,641 ",0%,,Austin,1
E02954,Caroline Rodriguez,Manager,IT,,Male,Asian,35,10/12/2022,"$93,851 ",0%,,Miami,1
E02955,Jack Chin,Sr. Manager,Finance,,Female,Asian,41,8/13/2008,"$96,010 ",0%,,Austin,1
E02956,Miles Liu,Manager,Sales,,Female,Latino,56,10/17/2015,"$73,386 ",14%,,Miami,1
E02967,Violet Duong,Analyst,Sales,,Male,Asian,31,12/23/2002,"$79,773 ",0%,,Chicago,1
E02971,Isaac Xiong,IT Systems Architect,Marketing,,Male,Black,48,5/25/2021,"$92,820 ",0%,,Phoenix,1
E02980,Ian Le,Cloud Infrastructure Architect,Finance,,,Asian,45,9/22/2014,"$135,561 ",13%,,Phoenix,1
E02987,Melody Delgado,Development Engineer,Engineering,,,Asian,53,10/28/2012,"$121,788 ",13%,,Rio de Janeiro,1
E02988,Eliza Bui,Network Administrator,IT,,,Asian,55,8/28/2007,"$70,439 ",0%,,Shanghai,1
E02989,Lucas Sandoval,Test Engineer,Finance,,,Asian,56,11/28/2012,"$52,232 ",31%,,Shanghai,1
E02992,Brooks Ngo,Vice President,Sales,,,Latino,41,6/13/2010,"$226,646 ",12%,,Sao Paulo,1
E02993,,Development Engineer,Engineering,,,Latino,55,5/19/2011,"$152,253 ",36%,,Miami,1
E02994,,Quality Engineer,,,,Asian,42,3/2/2020,"$195,471 ",0%,,Chicago,1
E02995,,Development Engineer,,,,,30,,"$84,627 ",0%,,Chongqing,1
E02996,,Analyst,,,,,44,,"$211,114 ",0%,,Chongqing,1
E02997,,Quality Engineer,,,,,44,,,30%,,Columbus,1
E02998,,Sr. Analyst,,,,,57,,,,,Beijing,1
E02960,,Network Administrator,,,,,32,,,,,Chongqing,1
E02961,,Sr. Manager,,,,,45,,,,,Manaus,1
,,Analyst,,,,,61,,,,,Phoenix,1
,,Sr. Analyst,,,,,44,,,,,Phoenix,1
,,Solutions Architect,,,,,45,,,,,Columbus,1
,,Sr. Manager,,,,,35,,,,,Rio de Janeiro,1
,,Sr. Manager,,,,,42,,,,,Manaus,1
,,Account Representative,,,,,38,,,,,Miami,1
,,Analyst,,,,,46,,,,,,1
,,Vice President,,,,,48,,,,,,1
,,Sr. Manager,,,,,63,,,,,,1
,,Vice President,,,,,41,,,,,,1
,,Network Architect,,,,,26,,,,,,1
,,Analyst,,,,,,,,,,,1
,,Sr. Analyst,,,,,,,,,,,1
,,Vice President,,,,,,,,,,,1
